source_file,page,chunk_index,text
Kochi-Metro-Rail-Ltd_122025123422432.pdf,4,3,uivalent Indian Certification standards. 10. Seeking experience from specific organization department institute only or from foreign export experience. 11. Creating bid for items from irrelevant categories. 12. Incorporating any clause against the MSME policy and Preference to Make in India Policy. 13. Reference of conditions published on any external site or reference to external documents clauses. 4 5
Kochi-Metro-Rail-Ltd_122025123422432.pdf,5,0,"14. Asking for any Tender fee Bid Participation fee Auction fee in case of Bids Forward Auction, as the case may be. 15. Any ATC clause in contravention with GeM GTC Clause 4 (xiii)(h) will be invalid. In case of multiple L1 bidders against a service bid, the buyer shall place the Contract by selection of a bidder amongst the L-1 bidders through a Random Algorithm executed by GeM system. Further, if any seller has any objection grievance against these additional clauses or otherwise on any aspect of this bid, they can raise their representation against the same by using the Representation window provided in the bid details field in Seller dashboard after logging in as a seller within 4 days of bid publication on GeM. Buyer is duty bound to reply to all such representations and would not be allowed to open bids if he fails to reply to such representations. All GeM Sellers Service Providers are mandated to ensure compliance with all the applicable laws acts rules including but not limite"
Kochi-Metro-Rail-Ltd_122025123422432.pdf,5,1," allowed to open bids if he fails to reply to such representations. All GeM Sellers Service Providers are mandated to ensure compliance with all the applicable laws acts rules including but not limited to all Labour Laws such as The Minimum Wages Act, 1948, The Payment of Wages Act, 1936, The Payment of Bonus Act, 1965, The Equal Remuneration Act, 1976, The Payment of Gratuity Act, 1972 etc. Any non-compliance will be treated as breach of contract and Buyer may take suitable actions as per GeM Contract. This Bid is governed by the General Terms and Conditions R Q, conditons stipulated in Bid and Service Level Agreement specific to this Service as provided in the Marketplace. However in case if any condition specified in General Terms and Conditions R Q is contradicted by the conditions stipulated in Service Level Agreement, then it will over ride the conditions in the General Terms and Conditions. In terms of GeM GTC clause 26 regarding Restrictions on procurement from a bidder of a co"
Kochi-Metro-Rail-Ltd_122025123422432.pdf,5,2,"pulated in Service Level Agreement, then it will over ride the conditions in the General Terms and Conditions. In terms of GeM GTC clause 26 regarding Restrictions on procurement from a bidder of a country which shares a land border with India, any bidder from a country which shares a land border with India will be eligible to bid in this tender only if the bidder is registered with the Competent Authority. While participating in bid, Bidder has to undertake compliance of this and any false declaration and non-compliance of this would be a ground for immediate termination of the contract and further legal action in accordance with the laws. R , 26 % H 5 H H X 5 H 4 % ---Thank You R --- 5 5"
Kochi-Metro-Rail-Ltd_122025123422432.pdf,6,0,"Tender No: KMRL PROC TENDER 2024-25 090 30.01.2025 SECTION 1 INTRODUCTION 1. GENERAL a. Kochi Metro Rail Ltd. (KMRL) was created as a Special Purpose Vehicle (SPV) for the implementation, operation and maintenance of the metro project. KMRL is a joint venture of Government of India & Government of Kerala. KMRL has Completed the Phase I & Phase I extension of KMRL Project. The stations along the stretch are architecturally themed and are attracting substantial ridership. b. KMRL is also executing the Water Metro project, Integrated Urban generation and water transport system (IURWTS) project, Trivandrum & Kozhikode Metro Project. c. Proposals are invited for Engagement of Chartered Accountant Cost Accountant firm for Internal audit and other assignments for the years 2025-2028 in a single stage bidding process. d. The interested firms may download the tender document from the following websites www.gem.gov.in www.kmrl.co.in e. The intending Bidders must read the terms and conditions car"
Kochi-Metro-Rail-Ltd_122025123422432.pdf,6,1,"tage bidding process. d. The interested firms may download the tender document from the following websites www.gem.gov.in www.kmrl.co.in e. The intending Bidders must read the terms and conditions carefully and should only submit his tender if he considers himself eligible and he is in possession of all the documents required. f. The firms participating in the tender process hereafter will be called as Applicants Bidders Service Providers. g. The proposal should be submitted by bidders in two parts. The two parts of the proposal are Part 1: Technical Proposal and Part 2: Financial Proposal. Stage -1 of the Evaluation shall consider the evaluation of the Technical Proposal (i.e. Part 1). The firms qualifying evaluation of technical proposal as mentioned in tender document ATC shall only be considered for further evaluation. Under stage 2, the financial proposal of such firms as selected above shall be opened and evaluated. The applicants who has quoted lowest fee post correction of arit"
Kochi-Metro-Rail-Ltd_122025123422432.pdf,6,2,"considered for further evaluation. Under stage 2, the financial proposal of such firms as selected above shall be opened and evaluated. The applicants who has quoted lowest fee post correction of arithmetic error if any will be awarded the contract. 2. KEY DETAILS The applicants shall take note of the following key details in connection with submission of proposal:"
Kochi-Metro-Rail-Ltd_122025123422432.pdf,7,0,"a Name of Work Engagement of firm Chartered Accountant Cost Accountant for Internal audit and other assignments for the year 2025-2028 b Tender Security Amount (EMD- Earnest Money Deposit) Nil c Tender Processing Fee (Non Refundable) Nil d Date of publishing of tender 30.01.2025 e Email id for receiving queries and clarification queries@kmrl.co.in f Pre-bid meeting 06.02.2025 @ 11.00 hrs Kochi Metro Rail Ltd. Corporate office 4th floor, JLN Stadium metro station, Kaloor, Kochi- 682017 Video call link: https: meet.google.com qao- itfn-iyb g Clarification seeking end date 08.02.2025 @ 17.00 hrs h Tender submission end Date and Time Please refer GeM portal i Date & Time of opening of Tender Please refer GeM portal j Validity of Tender 90 days from the last date of submission of tender k Completion Period 3 financial years from 2025-2026 , 2026-2027 & 2027-2028 l Performance Security Nil m Authority and Place for submission of required documents (stamp paper documents & Bank guarantee only"
Kochi-Metro-Rail-Ltd_122025123422432.pdf,7,1,"etion Period 3 financial years from 2025-2026 , 2026-2027 & 2027-2028 l Performance Security Nil m Authority and Place for submission of required documents (stamp paper documents & Bank guarantee only) and seeking clarifications on tender documents General Manager (Procurement) Kochi Metro Rail Ltd, 4th Floor, JLN Metro Station, Kaloor-682017"
Kochi-Metro-Rail-Ltd_122025123422432.pdf,8,0,"SECTION 2 INSTRUCTION TO BIDDERS 1) Name of Work KMRL intends to Engage firm Chartered Accountant Cost Accountant for Internal audit and other assignments for the year 2025-2028. 2) Contract Period The contract will be valid for a period of 3 years from the date of issuance of the GeM Contract Order LoA or from 01.04.2025, whichever is later. Thereafter, upon reviewing satisfactory performance over the initial 3 years, the contract may be extended for another 2 years with 10% increase in the audit fees from fourth year, subject to discretion of the KMRL and satisfactory yearly performance of the firm. The successful Service Provider shall commence the service from 01 04 2025. 3) EMD (Tender Security Bid security) Nil Bidders are requested to provide Bid securing declaration as per Appendix 14 4) Performance security Nil 5) Bid validity 90 days from the last date of bid submission and to be extended as per the request from KMRL. 6) Contact Person Details Teeya Mary P J Designation: DGM "
Kochi-Metro-Rail-Ltd_122025123422432.pdf,8,1," 14 4) Performance security Nil 5) Bid validity 90 days from the last date of bid submission and to be extended as per the request from KMRL. 6) Contact Person Details Teeya Mary P J Designation: DGM (Finance) Contact No : 9746948554 7) Clarification and queries if any Queries can be e-mailed to queries@kmrl.co.in. Last date for seeking clarification: KMRL shall endeavor to respond to the queries within the period specified above. KMRL will post the reply to all such queries on the GeM portal and KMRL website. KMRL reserves the right not to respond to any queries or provide any clarifications, at its sole discretion, and nothing in this clause shall be construed as obliging KMRL to respond to any question or to provide any clarification. 8) The documents to be uploaded along with bid Duly filled, signed and sealed following appendices shall be submitted by bidders. a) Appendix 1- Tender index b) Appendix 2- Technical Proposal"
Kochi-Metro-Rail-Ltd_122025123422432.pdf,8,2,"filled, signed and sealed following appendices shall be submitted by bidders. a) Appendix 1- Tender index b) Appendix 2- Technical Proposal"
Kochi-Metro-Rail-Ltd_122025123422432.pdf,9,0,"PAN card, GST certificate and cheque copies need not be enclosed by bidder who have received Purchase work order from KMRL unless there are changes in the said credentials c) Appendix 3- Bidder Details d) PAN Card copy e) GST registration certificate f) Cancelled cheque copy g) Appendix 4- Schedule of compliance with scope of work h) Appendix 5- Schedule of compliance with tender terms & conditions i) Appendix 6: List of Partners as on 31.12.2024 (as per eligibility criteria) j) Appendix 7: Exposure of the firm in PSU being infrastructure company with Turnover more than 150 Crores under Central State government as Internal auditors in last five preceding year commencing from FY 2019-20 (as per eligibility criteria) k) Appendix 8: Experience in other Audit assignments in PSUs in Kerala l) Appendix 9: Annual turnover as per eligibility criteria m) Appendix 10: checklist for fulfillment of minimum eligibility criteria n) Appendix 11- Power of Attorney o) Appendix 12- Deleted p) Appendix 1"
Kochi-Metro-Rail-Ltd_122025123422432.pdf,9,1,"ppendix 9: Annual turnover as per eligibility criteria m) Appendix 10: checklist for fulfillment of minimum eligibility criteria n) Appendix 11- Power of Attorney o) Appendix 12- Deleted p) Appendix 13- Deleted q) Appendix 14- Undertaking for Tender security declaration r) Appendix 15- Undertaking that applicant is not blacklisted debarred as per Appendix 13. 9) Determination of responsiveness: Bid shall be considered as non-responsive & shall be rejected if the bidder fails to submit all the required documents as mentioned in the tender document. Prior to evaluation of Technical Proposals, KMRL will determine whether each Proposal is responsive to the requirements of the tender document. KMRL may, in its sole discretion, reject any Proposal that is not responsive hereunder. A Proposal shall be considered responsive only if: i. it is received by the Proposal Due Date including any extension thereof ii. it is accompanied by the Bid Security (if applicable). iii. applicants have submitte"
Kochi-Metro-Rail-Ltd_122025123422432.pdf,9,2,"ll be considered responsive only if: i. it is received by the Proposal Due Date including any extension thereof ii. it is accompanied by the Bid Security (if applicable). iii. applicants have submitted all documents as per tender requirement. iv. it is not non-responsive in terms hereof. KMRL reserves the right to reject any Proposal which is non-responsive and no request for alteration, modification, substitution or withdrawal shall be"
Kochi-Metro-Rail-Ltd_122025123422432.pdf,10,0,entertained by KMRL in respect of such proposals. 10) Award criteria The contract (LoA GeM Contract Order WO) will be awarded based on the technically accepted bid (in accordance with the LCS evaluation criteria outlined in Section 3 - Evaluation & Qualification Criteria of the tender document ATC) with least total cost (including all taxes & duties) and also considering the following factors: a) Correction of arithmetic errors if any. b) Application of Make in India Policy Unconditional acceptance of (LoA GeM Contract Order WO) must be furnished within 3 days of issue of same. 11) Variation in quantities during the contract period. The quantity mentioned in the BOQ is indicative. Actual quantity may vary upto 25% of the ordered quantity (rounded off to next whole number). 12) Signing of Agreement Deleted 13) Power of Attorney The Bidder shall submit a written power of attorney authorising the signatory (ies) of the Tender to commit the bidder. 14) Please be noted that no part of finan
Kochi-Metro-Rail-Ltd_122025123422432.pdf,10,1,"greement Deleted 13) Power of Attorney The Bidder shall submit a written power of attorney authorising the signatory (ies) of the Tender to commit the bidder. 14) Please be noted that no part of financial bid (price rates) should be reflected or disclosed in technical bid in any manner. If so found, the bid submitted will be summarily rejected. 15) TAXES AND DUTIES The bidder shall quote the price for the requirements and conditions mentioned in the tender. a) The price quoted shall be inclusive of GST and all other applicable taxes, duties and other charges. b) Transportation, packing, forwarding, installation and other charges if any, shall also be included in the quoted price. c) Contract price will be the total price quoted which is inclusive of all taxes and GST. d) The tax liability as per GST Act rests with the contractor, ambiguity if any regarding the percentage for that particular work or Services Accounting Code (SAC) HSN etc shall be cleared before offering of rates. e) Any"
Kochi-Metro-Rail-Ltd_122025123422432.pdf,10,2,"as per GST Act rests with the contractor, ambiguity if any regarding the percentage for that particular work or Services Accounting Code (SAC) HSN etc shall be cleared before offering of rates. e) Any liability on account of wrong classification of goods or services for arriving at taxes will be on the bidder. f) Lowest offer will be decided based on the overall lowest amount calculated with the basic price along with GST. g) Invoice as per GST Act should be furnished prior to every running account final bills. h) The GSTIN of Kochi Metro Rail Ltd is 32AAECK5274H1ZL"
Kochi-Metro-Rail-Ltd_122025123422432.pdf,11,0,i) GST at actuals shall be paid on the quoted corrected base value as per GST law in India after submission of appropriate GST invoices with GSTIN of the bidder and GSTIN of Kochi Metro Rail Ltd - 32AAECK5274H1ZL. j) Under GST law the contractor shall also comply regarding filing of all the returns to the GST network government departments within the stipulated time every month or such other period as required by the Government. If the contractor does not comply with any of the GST laws and procedures and if KMRL incurs any liability on this account or does not get the input credit from the GST Network Government as goods and or service receiver due to the contractor s failure to comply with the procedures of filing uploading of data submissions of documents etc in time then all such liability including the input credit of the GST lost by KMRL and the penalties and interest incurred by KMRL would be the liability of the contractor and the same shall be recovered either by recovery from
Kochi-Metro-Rail-Ltd_122025123422432.pdf,11,1,"lity including the input credit of the GST lost by KMRL and the penalties and interest incurred by KMRL would be the liability of the contractor and the same shall be recovered either by recovery from security deposits any other amount payable by the contractor to KMRL or through direct payment. The contractor shall submit the copy of latest filed return - GSTR1 along with the invoice. 16) GENERAL a. The intending Bidders must read the terms and conditions carefully and should only submit his tender if he considers himself eligible and he is in possession of all the documents required. b. The applicant is required to examine carefully all the contents of the tender document including addenda corrigenda, instructions, conditions, forms, terms, specifications and take them fully into account before submitting the bid. Failure to comply with the requirement(s) of tender document will be at the Bidder s own risk & responsibility. c. Kochi Metro Rail Ltd. (KMRL) will not be responsible for "
Kochi-Metro-Rail-Ltd_122025123422432.pdf,11,2," before submitting the bid. Failure to comply with the requirement(s) of tender document will be at the Bidder s own risk & responsibility. c. Kochi Metro Rail Ltd. (KMRL) will not be responsible for any delays reasons what so ever in receiving as well as submitting offers, including connectivity issues. d. Kochi Metro Rail Ltd. (KMRL) will not be responsible for the cost incurred in preparation and submission of bids including the cost of digital certificate, regardless of the conduct of outcome of the bidding process. e. Kochi Metro Rail Ltd. (KMRL) reserves the right to accept any offer in whole or in part or reject any or all offers without assigning any reason. Decision of KMRL in this regard shall be final and binding on the bidder."
Kochi-Metro-Rail-Ltd_122025123422432.pdf,12,0,"SECTION 3 SCOPE OF WORK DETAILS OF WORKS TO BE IMPLEMENTED BY THE CONSULTANT A. The Assignment includes Internal Audit Pre Audit of Payment Vouchers above the threshold limit set by KMRL from time to time (at present limit is Rs. 1 lakh). Certification Verification works Special Audit assignment B. SCOPE OF INTERNAL AUDIT The assignment of Internal Audit shall be done on concurrent basis headed by at least one qualified Chartered Cost Accountant who can be replaced only with prior approval of KMRL along with required personnel who must be at least semi qualified. The audit firm shall employ such more qualified and experienced personnel as and when required for internal audit. The firm shall furnish the list of personnel deputed for audit with details before commencement of audit. The list shall be reviewed and approved by KMRL with or without modification. Except as KMRL may otherwise agree, no change shall be made in the approved list of personnel. If for any reason beyond the reasona"
Kochi-Metro-Rail-Ltd_122025123422432.pdf,12,1,"shall be reviewed and approved by KMRL with or without modification. Except as KMRL may otherwise agree, no change shall be made in the approved list of personnel. If for any reason beyond the reasonable control of the Audit Firm, it becomes necessary to replace any of the Personnel, the Audit Firm shall forthwith provide as a replacement, a person of equivalent or superior qualification with the prior approval of KMRL. C. OBJECTIVE To monitor the achievement of organizational objectives. To identify, assess and suggest to manage risks to those objectives. To ensure compliance with manuals, policies, delegation of powers, laws and regulations including all statutory requirements. Review of operations to assure whether the operations are conducted economically and efficiently. To assure whether the systems, procedures, adopted by the company are adequate and effective to achieve company s objectives and goals. To assure the compliances of legal, regulatory, accounting standards, policie"
Kochi-Metro-Rail-Ltd_122025123422432.pdf,12,2,"ther the systems, procedures, adopted by the company are adequate and effective to achieve company s objectives and goals. To assure the compliances of legal, regulatory, accounting standards, policies and prescribed"
Kochi-Metro-Rail-Ltd_122025123422432.pdf,13,0,"procedures. To add value to improve the company s operations. To review the efficacy, adequacy and application of accounting, financial and operating controls and thereby ensure the accuracy of the books of accounts; Verify that the system of internal check is effective in design and operation in order to ensure the prevention of and early detection of defalcations, frauds, misappropriations and misapplications; Identify areas of significant inefficiencies in existing systems and suggest necessary remedial measures; To evaluate and improve the effectiveness of risk management control and governance processes. D. EXTENT OF COVERAGE OF INTERNAL AUDIT The illustrative (but not exhaustive) list of tasks to be performed for Internal Audit by Practicing Audit Firm Partnership Proprietorship Individual is given as under: - Sl. No. Particulars Frequency 1 Verification of all accounting vouchers 75% 2 Review of all expenses as per delegation of powers, supporting documents, statutory deductions"
Kochi-Metro-Rail-Ltd_122025123422432.pdf,13,1,"vidual is given as under: - Sl. No. Particulars Frequency 1 Verification of all accounting vouchers 75% 2 Review of all expenses as per delegation of powers, supporting documents, statutory deductions, head of accounts etc. 75% 3 Payments to project vendors with reference to compliance with the contract agreement, compliance of foreign exchange payments etc 100% 4 Pre audit of payment vouchers as per threshold limit set by KMRL 100% 5 Verification of Bank Reconciliation statement. 100% 6 Verification of statutory payments, filing of returns etc 100% 7 Review of the Fixed Assets Register, Physical verification of the all Fixed assets on perpetual inventory verification system, so as to cover all assets over a period of three years Once in a financial year"
Kochi-Metro-Rail-Ltd_122025123422432.pdf,14,0,"8 Physical verification of Inventory spares at head office stations depot & issue of report twice in a financial year 9 Review of revenue accounting from stations head office 1) Fare Box 2) Non fare box 3) Lease Rental income Advertisement property development station oriented development and any other income 4) Interest earned from short term deposit 5) Consultancy income 6) Revenue leakage, if any 100% 10 Ensuring compliance with the SOP s on Revenue Procedures at stations including physical verification of cash at stations Quarterly 11 Special Audit of all contracts (from RFP till execution) Contracts with value upto Rs. 25 lakh Contracts with value above Rs. 25 lakh 50% 100% 12 Special Audit of Procurement of stores spares miscellaneous (from RFP till execution) Contracts with value upto Rs. 5 lakh Contracts with value above Rs.5 lakh 50% 100% 13 Special Audit of contracts PO awarded on single tender and nomination basis Contracts with value upto Rs. 5 lakh Contracts with value abo"
Kochi-Metro-Rail-Ltd_122025123422432.pdf,14,1,to Rs. 5 lakh Contracts with value above Rs.5 lakh 50% 100% 13 Special Audit of contracts PO awarded on single tender and nomination basis Contracts with value upto Rs. 5 lakh Contracts with value above Rs. 5 lakh 50% 100% 14 HR Department Monthly salary payments including statutory deductions Recoveries Leave records Claims Any other areas not listed above 100%
Kochi-Metro-Rail-Ltd_122025123422432.pdf,15,0,"15 Audit of stores depot spares department (verification of documentation, procedures, adherence to SOP s) Half yearly 16 Verification of valuation of closing stock Half yearly 17 Verification of title deeds of land 100% 18 Verification certification of documents submitted towards reimbursement procedure fund utilization of external domestic borrowings foreign remittance for any other purpose 100% 19 Compliance of manuals, standard operating procedures, delegation of powers. 100% 20 Verification & Filing of all statutory returns (IT, TDS, GST PF etc) 100% 21 Orientation program by Senior partner on new laws, amendments or any other relevant matters as applicable to KMRL twice in a financial year 22 Assist in finalization of accounts Quarterly yea rly 23 Ensuring compliance with the Audit Manual Accounting manual of KMRL. 100% 24 To ensure adequacy of various manuals in the company and advise modifications to the management from time to time. On needs basis 25 Analysis of Sundry Debtors"
Kochi-Metro-Rail-Ltd_122025123422432.pdf,15,1,"anual Accounting manual of KMRL. 100% 24 To ensure adequacy of various manuals in the company and advise modifications to the management from time to time. On needs basis 25 Analysis of Sundry Debtors Sundry creditors Loans and sub debts Expenses Income CWIP etc. Quarterly 26 Advise on Ind AS, Direct & Indirect Tax related Matters 100% 27 Verification of Fixed asset capitalization workings as and when asset capitalization take place 100% E. REPORTING REQUIREMENTS INTERNAL AUDIT The internal audit is to be carried out and report to be submitted on quarterly basis within Twenty days of the close of each quarter. The auditor has to highlight the critical issues immediately to the Management, which require immediate attention. The audit report shall be issued to Director Finance, KMRL. The report shall be submitted on-line in soft as well as hard copies. KMRL may prescribe separate forms, if any, applicable for furnishing the audit reports on-line."
Kochi-Metro-Rail-Ltd_122025123422432.pdf,15,2,"ort shall be submitted on-line in soft as well as hard copies. KMRL may prescribe separate forms, if any, applicable for furnishing the audit reports on-line."
Kochi-Metro-Rail-Ltd_122025123422432.pdf,16,0,"All work done by the Internal Audit Service should be properly documented, evidenced and filed for any reference. The auditor shall obtain, maintain and submit sufficient audit working papers as evidence to the Employer for support of their findings and audit opinion. The documentation shall comply with the guidelines prescribed by the ICAI ICMAI. On completion of the audit, the auditor shall follow steps before finalization of the audit report, i. The preliminary audit observation shall be first discussed with the Finance officer nominated by KMRL for coordinating the audit along with the head of the department. ii. The observation of the audit shall be prepared after seeking clarifications from the finance department iii. Based on the preliminary audit observation and after discussions, a final report shall be complied prepared The report should be structured in a manner to provide the following: i. Audit observations ii. Risk and Implications of the observations iii. Recommendations"
Kochi-Metro-Rail-Ltd_122025123422432.pdf,16,1,"a final report shall be complied prepared The report should be structured in a manner to provide the following: i. Audit observations ii. Risk and Implications of the observations iii. Recommendations iv. Management comments v. Audit observation on the management comments In addition to above, report on the action taken on previous recommendations observations shall be incorporated. F. SCOPE OF PRE-AUDIT The audit compliance includes the 100% pre-audit of vendors bill valuing more than the threshold limit fixed by KMRL (At present Rs. 1 lakh) and detailed pre-audit verification of the final bill of the contractors for the project activity within the time frame as per KMRL existing policy & procedures. Only with auditor certification, the payment will be released to the contractors on such bills. It also includes verification of final settlement of employees at the time of resignation retirement. The pre audit team must include persons with a minimum qualification of CA ICWA inter to co"
Kochi-Metro-Rail-Ltd_122025123422432.pdf,16,2,bills. It also includes verification of final settlement of employees at the time of resignation retirement. The pre audit team must include persons with a minimum qualification of CA ICWA inter to conduct the pre-audit of accounts of the company. The scope of pre-audit includes -
